scenario_id,checkpoint_year,checkpoint_day,status,fail_day,failure_reason,trait_case,state_case,background_mode,npp_rate,initial_storage,allometric_adjustment_days,max_allocation_fraction,leaf,root,sapwood,heartwood,height,storage,cumulative_npp,cumulative_structural_allocation,cumulative_unmet_storage_deficit,cumulative_starvation_carbon_loss,cumulative_sapwood_to_heartwood,cumulative_unpaid_carbon_deficit,leaf_root_residual,pipe_residual,storage_fraction,structural_fraction_of_positive_npp,max_abs_structural_balance_error,max_abs_storage_balance_error,max_abs_whole_plant_balance_error,max_storage_fraction,min_living_pool,days_with_allocation,days_with_unmet_storage_deficit
8,5,1825,PASS,0,OK,1,1,1,0.50000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,1.0247015351192237,1.0151372855191796,7.8645689075640020,21.529538092921960,13.082594066662605,0.0000000000000000,2.5000000000000711,3.0000000000000884,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.95642496000440946E-2,-6.9403020454490623,0.0000000000000000,1.2000000000000013,0.34694469519536142E-17,0.0000000000000000,0.11201976846120232E-13,0.15479876160990714E-1,0.80000000000000004,1825,0
8,10,3650,PASS,0,OK,1,1,1,0.50000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,0.97591034186428793,0.97571031011027076,6.2132183426348364,22.544202119067663,13.025421845398167,0.0000000000000000,4.9999999999998375,5.4999999999996927,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.20003175401717144E-3,-3.5533022178346876,0.0000000000000000,1.0999999999999743,0.34694469519536142E-17,0.0000000000000000,0.11201976846120232E-13,0.15479876160990714E-1,0.80000000000000004,3650,0
9,1,365,PASS,0,OK,1,1,1,3.5000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,2.0407027577127907,2.0406222539984764,10.020838731295360,20.360639553640656,13.169327326363565,0.36661649927880219,3.4999999999999765,3.6333835007211932,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.80503714314339447E-4,0.13891003380839351,0.10526058183768092E-1,1.0381095716346336,0.34694469519536142E-17,0.0000000000000000,0.11691168866345691E-13,0.15479876160990714E-1,0.80000000000000004,365,0
9,5,1825,PASS,0,OK,1,1,1,3.5000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,2.8453227083412407,2.8453227083412407,14.503237971983136,22.218133774235227,13.678094225412748,1.0061798463195211,17.500000000000441,16.993820153680353,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.21344275929116208,0.23174150831409397E-1,0.97107543735313862,0.34694469519536142E-17,0.0000000000000000,0.16503291788705354E-13,0.33215579680855853E-1,0.80000000000000004,1825,0
9,10,3650,PASS,0,OK,1,1,1,3.5000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,3.5746319815044272,3.5746319815044272,19.025734144668252,25.719962672082051,14.229579522520879,0.0000000000000000,34.999999999999758,35.499999999999865,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.10981546593884417,0.0000000000000000,1.0142857142857173,0.34694469519536142E-17,0.0000000000000000,0.16503291788705354E-13,0.33215579680855853E-1,0.80000000000000004,3650,0
10,1,365,PASS,0,OK,1,1,1,8.0000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,2.0533717389595028,2.0533241832028986,10.085502750259391,20.361621131366810,13.175013436356908,4.7694152330573667,7.9999999999999725,3.7305847669426040,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.47555756604200639E-4,0.14438808798281855,0.12128745838404224,0.46632309586782711,0.34694469519536142E-17,0.0000000000000000,0.12025103135471227E-13,0.12128745838404224,0.80000000000000004,365,0
10,5,1825,PASS,0,OK,1,1,1,8.0000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,2.8629868879463096,2.8629868879463096,14.602454006169069,22.235241466929356,13.686748992843176,23.318033939607393,40.000000000001137,17.181966060393524,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.21489885330667846,0.35393793437390730,0.42954915150982587,0.34694469519536142E-17,0.0000000000000000,0.25354718324877012E-13,0.35393793437390730,0.80000000000000004,1825,0
10,10,3650,PASS,0,OK,1,1,1,8.0000000000000000,0.50000000000000000,30.000000000000000,0.10000000000000000E-2,4.3376957033935231,4.3376957033935231,23.473217368412961,26.103743370271030,14.524386321030876,37.948851214907862,79.999999999997399,42.551148785094469,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.33636270564290527,0.39447376840753062,0.53188935981369811,0.34694469519536142E-17,0.0000000000000000,0.25354718324877012E-13,0.39798210553253049,0.80000000000000004,3650,0
11,1,365,PASS,0,OK,1,1,1,-0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,2.0533717389595028,2.0533241832028986,10.085502750259391,20.361621131366810,13.175013436356908,0.76941523305741089,-0.49999999999999828,3.7305847669426040,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.47555756604200639E-4,0.14438808798281855,0.21782128172995095E-1,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.14948112192492147E-13,0.13586956521739132,0.80000000000000004,365,0
11,5,1825,PASS,0,OK,1,1,1,-0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,0.40928108560334764,0.40928009364230777,7.9587034298943671,22.251950775096397,13.154484632400465,0.0000000000000000,-2.5000000000000711,4.3835616438356322,1.8835616438356650,1.2557077625571000,0.62785388127855002,0.62785388127855002,0.99196103986454176E-6,-14.449211356987837,0.0000000000000000,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.14948112192492147E-13,0.13586956521739132,0.40928009364230777,450,1375
11,10,3650,PASS,0,OK,1,1,1,-0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,0.0000000000000000,0.0000000000000000,5.4608641517520677,23.977408832767679,13.086523144567183,0.0000000000000000,-4.9999999999998375,4.3835616438356322,4.3835616438356313,1.8940586964504322,1.4611872146119136,2.4895029473853088,0.0000000000000000,-13.353252878982753,0.0000000000000000,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.14948112192492147E-13,0.13586956521739132,0.0000000000000000,450,3200
12,1,365,PASS,0,OK,1,1,1,0.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,2.0533717389595028,2.0533241832028986,10.085502750259391,20.361621131366810,13.175013436356908,1.2694152330573947,0.0000000000000000,3.7305847669426040,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.47555756604200639E-4,0.14438808798281855,0.35435527577331795E-1,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.12014261113746372E-13,0.13586956521739132,0.80000000000000004,365,0
12,5,1825,PASS,0,OK,1,1,1,0.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,0.87607248951873951,0.87607241925201040,8.7934123445461712,21.739168491095686,13.182400896727950,0.0000000000000000,0.0000000000000000,5.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.70266729101930991E-7,-10.832953032384049,0.0000000000000000,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.13102800094921818E-13,0.13586956521739132,0.80000000000000004,528,0
12,10,3650,PASS,0,OK,1,1,1,0.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,0.25089149638262304,0.25089147625948771,6.8481991444040684,22.938307679817871,13.117338530799843,0.0000000000000000,0.0000000000000000,5.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.20123135324734420E-7,-13.695615759897455,0.0000000000000000,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.13102800094921818E-13,0.13586956521739132,0.25089147625948771,528,0
13,1,365,PASS,0,OK,1,1,1,0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,2.0533717389595028,2.0533241832028986,10.085502750259391,20.361621131366810,13.175013436356908,1.7694152330573718,0.49999999999999828,3.7305847669426040,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.47555756604200639E-4,0.14438808798281855,0.48713040874869558E-1,7.4611695338852337,0.34694469519536142E-17,0.0000000000000000,0.12493912154853959E-13,0.13586956521739132,0.80000000000000004,365,0
13,5,1825,PASS,0,OK,1,1,1,0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.4735418887308154,1.4735418886288449,9.3178881952717507,21.824362547663117,13.234630216681056,0.0000000000000000,2.5000000000000711,7.4999999999995204,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.10197043209814183E-9,-4.8472104716710476,0.0000000000000000,2.9999999999997229,0.34694469519536142E-17,0.0000000000000000,0.13141831373131296E-13,0.13586956521739132,0.80000000000000004,1825,0
13,10,3650,PASS,0,OK,1,1,1,0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.1027662926950330,1.1027662926927166,7.3580896578374411,23.148148995317566,13.180125470933033,0.0000000000000000,4.9999999999998375,9.9999999999988010,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.23163693185779266E-11,-4.6314955006602379,0.0000000000000000,1.9999999999998253,0.34694469519536142E-17,0.0000000000000000,0.13141831373131296E-13,0.13586956521739132,0.80000000000000004,3650,0
14,1,365,PASS,0,OK,1,1,1,3.5000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,2.0533717389595028,2.0533241832028986,10.085502750259391,20.361621131366810,13.175013436356908,4.7694152330573614,3.4999999999999765,3.7305847669426040,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.47555756604200639E-4,0.14438808798281855,0.12128745838404213,1.0658813619836083,0.34694469519536142E-17,0.0000000000000000,0.12033776752851111E-13,0.13586956521739132,0.80000000000000004,365,0
14,5,1825,PASS,0,OK,1,1,1,3.5000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,2.8629868879463096,2.8629868879463096,14.602454006169069,22.235241466929356,13.686748992843176,5.3180339396063205,17.500000000000441,17.181966060393524,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.21489885330667846,0.11106609801784925,0.98182663202246234,0.34694469519536142E-17,0.0000000000000000,0.19013436658443794E-13,0.13586956521739132,0.80000000000000004,1825,0
14,10,3650,PASS,0,OK,1,1,1,3.5000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,4.0174898676622544,4.0174898676622544,21.688278338123045,26.060584579127088,14.415656281949934,0.0000000000000000,34.999999999999758,40.000000000000654,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.66048311826207851E-1,0.0000000000000000,1.1428571428571694,0.34694469519536142E-17,0.0000000000000000,0.19013436658443794E-13,0.13586956521739132,0.80000000000000004,3650,0
15,1,365,PASS,0,OK,1,1,1,8.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,2.0533717389595028,2.0533241832028986,10.085502750259391,20.361621131366810,13.175013436356908,9.2694152330574369,7.9999999999999725,3.7305847669426040,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.47555756604200639E-4,0.14438808798281855,0.21151827849458915,0.46632309586782711,0.34694469519536142E-17,0.0000000000000000,0.11896733598248943E-13,0.21151827849458915,0.80000000000000004,365,0
15,5,1825,PASS,0,OK,1,1,1,8.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,2.8629868879463096,2.8629868879463096,14.602454006169069,22.235241466929356,13.686748992843176,27.818033939607687,40.000000000001137,17.181966060393524,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.21489885330667846,0.39524525095769469,0.42954915150982587,0.34694469519536142E-17,0.0000000000000000,0.25316554408405523E-13,0.39524525095769469,0.80000000000000004,1825,0
15,10,3650,PASS,0,OK,1,1,1,8.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,4.3376957033935231,4.3376957033935231,23.473217368412961,26.103743370271030,14.524386321030876,42.448851214908217,79.999999999997399,42.551148785094469,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.33636270564290527,0.42153271061713704,0.53188935981369811,0.34694469519536142E-17,0.0000000000000000,0.25316554408405523E-13,0.42722110812018899,0.80000000000000004,3650,0
16,1,365,PASS,0,OK,1,1,1,-0.50000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,0.63132449686251502,0.47557768139915890,9.3497044921399262,20.515226441766341,13.124238526954461,0.0000000000000000,-0.49999999999999828,0.0000000000000000,0.49999999999999828,0.33333333333333237,0.16666666666666619,0.16666666666666619,0.15574681546335611,-15.220898638912162,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.64653143949655600E-14,0.0000000000000000,0.47557768139915890,0,365
16,5,1825,PASS,0,OK,1,1,1,-0.50000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,0.0000000000000000,0.0000000000000000,7.0506002948017521,22.243099715252278,13.073644093070666,0.0000000000000000,-2.5000000000000711,0.0000000000000000,2.5000000000000711,1.1366325432902991,0.83333333333335202,1.3633674567097569,0.0000000000000000,-17.257560923907931,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,0.0000000000000000,0,1825
16,10,3650,PASS,0,OK,1,1,1,-0.50000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,-4.9999999999998375,0.0000000000000000,4.9999999999998375,1.1366325432902991,1.6666666666667156,3.8633674567098479,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,0.0000000000000000,0,3650
17,1,365,PASS,0,OK,1,1,1,0.0000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,0.77873407731677691,0.62298726185342146,9.5122616657374692,20.353215983239409,13.124286577736623,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.15574681546335545,-13.848251624530329,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.72264243200503842E-14,0.0000000000000000,0.62298726185342146,0,0
17,5,1825,PASS,0,OK,1,1,1,0.0000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,0.28638211949840708,0.22910569559872582,7.7878744633776229,21.518489502116491,13.074774270710316,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.57276423899681267E-1,-15.623933521697037,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.72264243200503842E-14,0.0000000000000000,0.22910569559872582,0,0
17,10,3650,PASS,0,OK,1,1,1,0.0000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.16402943673680295E-1,-13.935517730726158,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.0000000000000000,0.65611774694719835E-1,0,0
