scenario_id,status,fail_day,failure_reason,trait_case,state_case,npp_rate,initial_storage,allometric_adjustment_days,max_allocation_fraction,initial_leaf,initial_root,initial_sapwood,initial_heartwood,initial_height,final_leaf,final_root,final_sapwood,final_heartwood,final_height,final_storage,cumulative_npp,cumulative_structural_allocation,cumulative_unmet_storage_deficit,cumulative_starvation_carbon_loss,cumulative_sapwood_to_heartwood,cumulative_unpaid_carbon_deficit,final_leaf_root_residual,final_pipe_residual,final_storage_fraction,structural_fraction_of_positive_npp,max_abs_structural_balance_error,max_abs_storage_balance_error,max_abs_whole_plant_balance_error,max_storage_fraction,min_living_pool,max_daily_allocation_observed,max_daily_demand_observed,days_with_allocation,days_with_unmet_storage_deficit
11,PASS,0,OK,1,1,-0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.0000000000000000,0.0000000000000000,5.4608641517520677,23.977408832767679,13.086523144567183,0.0000000000000000,-4.9999999999998375,4.3835616438356322,4.3835616438356313,1.8940586964504322,1.4611872146119136,2.4895029473853088,0.0000000000000000,-13.353252878982753,0.0000000000000000,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.14948112192492147E-13,0.13586956521739132,0.0000000000000000,0.13608921187351200E-1,0.97638966414682032E-1,450,3200
12,PASS,0,OK,1,1,0.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.25089149638262304,0.25089147625948771,6.8481991444040684,22.938307679817871,13.117338530799843,0.0000000000000000,0.0000000000000000,5.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.20123135324734420E-7,-13.695615759897455,0.0000000000000000,0.0000000000000000,0.34694469519536142E-17,0.0000000000000000,0.13102800094921818E-13,0.13586956521739132,0.25089147625948771,0.13608921187351200E-1,0.80869637988914306E-1,528,0
13,PASS,0,OK,1,1,0.50000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,1.1027662926950330,1.1027662926927166,7.3580896578374411,23.148148995317566,13.180125470933033,0.0000000000000000,4.9999999999998375,9.9999999999988010,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.23163693185779266E-11,-4.6314955006602379,0.0000000000000000,1.9999999999998253,0.34694469519536142E-17,0.0000000000000000,0.13141831373131296E-13,0.13586956521739132,0.80000000000000004,0.13608921187351200E-1,0.80869637988914306E-1,3650,0
14,PASS,0,OK,1,1,3.5000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,4.0174898676622544,4.0174898676622544,21.688278338123045,26.060584579127088,14.415656281949934,0.0000000000000000,34.999999999999758,40.000000000000654,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.66048311826207851E-1,0.0000000000000000,1.1428571428571694,0.34694469519536142E-17,0.0000000000000000,0.19013436658443794E-13,0.13586956521739132,0.80000000000000004,0.15793992508972683E-1,0.80869637988914306E-1,3650,0
15,PASS,0,OK,1,1,8.0000000000000000,5.0000000000000000,30.000000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,4.3376957033935231,4.3376957033935231,23.473217368412961,26.103743370271030,14.524386321030876,42.448851214908217,79.999999999997399,42.551148785094469,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.33636270564290527,0.42153271061713704,0.53188935981369811,0.34694469519536142E-17,0.0000000000000000,0.25316554408405523E-13,0.42722110812018899,0.80000000000000004,0.17322617547085476E-1,0.80869637988914306E-1,3650,0
16,PASS,0,OK,1,1,-0.50000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,-4.9999999999998375,0.0000000000000000,4.9999999999998375,1.1366325432902991,1.6666666666667156,3.8633674567098479,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.13203187232013280E-1,0,3650
17,PASS,0,OK,1,1,0.0000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.16402943673680295E-1,-13.935517730726158,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.0000000000000000,0.65611774694719835E-1,0.0000000000000000,0.12106370029716422E-1,0,0
18,PASS,0,OK,1,1,0.50000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.83380544280786373,0.83036468254237361,6.7304657804440318,22.676703407085849,13.083756591676043,0.0000000000000000,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.34407602654901170E-2,-6.4555783257074637,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.75729353343767514E-14,0.0000000000000000,0.80000000000000004,0.13698630136986301E-2,0.11726246925819047E-1,3650,0
19,PASS,0,OK,1,1,3.5000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,3.7111518535286296,3.7111508444851000,19.113939860093744,25.268682878925620,14.206411967559990,0.0000000000000000,34.999999999999758,35.000000000000441,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.10090435296206124E-5,1.4795959591920251,0.0000000000000000,1.0000000000000195,0.17347234759768071E-17,0.0000000000000000,0.17041923427996153E-13,0.74079687410862322E-1,0.80000000000000004,0.14011409013371268E-1,0.14014896955119812E-1,3650,0
20,PASS,0,OK,1,1,8.0000000000000000,0.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,4.0989742802410136,4.0989735456986507,20.473792178985448,25.331175045059450,14.296322195610342,42.613459685534515,79.999999999997399,37.386540314467872,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.73454236293457598E-6,3.3604260870228018,0.44105835891882750,0.46733175393086357,0.17347234759768071E-17,0.0000000000000000,0.25233287681558636E-13,0.44181673986674486,0.80000000000000004,0.15609695045053860E-1,0.15609695045053860E-1,3650,0
21,PASS,0,OK,1,1,-0.50000000000000000,0.50000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.0000000000000000,0.0000000000000000,4.8085468144223107,23.788457113792269,13.010857458532541,0.0000000000000000,-4.9999999999998375,0.44520547945205502,4.9452054794519080,1.2669785078755256,1.6484018264840665,3.6782269715766742,0.0000000000000000,-11.826545525683510,0.0000000000000000,0.0000000000000000,0.17347234759768071E-17,0.0000000000000000,0.11764894614074706E-13,0.15479876160990714E-1,0.0000000000000000,0.11726246925819047E-1,0.12864360576062786E-1,40,3610
22,PASS,0,OK,1,1,0.0000000000000000,0.50000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.98497668784285231E-1,0.83977991364064544E-1,6.1145392982594062,22.536959681602916,13.015812435726057,0.0000000000000000,0.0000000000000000,0.50000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.14519677420220686E-1,-13.850916510016082,0.0000000000000000,0.0000000000000000,0.17347234759768071E-17,0.0000000000000000,0.96144880251669562E-14,0.15479876160990714E-1,0.83977991364064544E-1,0.11726246925819047E-1,0.11726246925819047E-1,45,0
23,PASS,0,OK,1,1,0.50000000000000000,0.50000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.84764061369062771,0.84470426670782128,6.8018755675321989,22.716000918250593,13.093592907893886,0.0000000000000000,4.9999999999998375,5.4999999999996927,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.29363469828064259E-2,-6.4517115524305169,0.0000000000000000,1.0999999999999743,0.17347234759768071E-17,0.0000000000000000,0.10996628954651477E-13,0.15479876160990714E-1,0.80000000000000004,0.11726246925819047E-1,0.11726246925819047E-1,3650,0
24,PASS,0,OK,1,1,3.5000000000000000,0.50000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,3.7604360086843709,3.7604350565828129,19.375009008904936,25.306417569445784,14.225489456107523,0.0000000000000000,34.999999999999758,35.500000000000625,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.95210155803826524E-6,1.5414742167979583,0.0000000000000000,1.0142857142857391,0.17347234759768071E-17,0.0000000000000000,0.16021906024121790E-13,0.82140626066910291E-1,0.80000000000000004,0.14294807415651927E-1,0.14299398886391371E-1,3650,0
25,PASS,0,OK,1,1,8.0000000000000000,0.50000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,4.0989742802410136,4.0989735456986507,20.473792178985448,25.331175045059450,14.296322195610342,43.113459685534579,79.999999999997399,37.386540314467872,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.73454236293457598E-6,3.3604260870228018,0.44393604892014521,0.46733175393086357,0.17347234759768071E-17,0.0000000000000000,0.28810287489022812E-13,0.44479947186136626,0.80000000000000004,0.15609695045053860E-1,0.15609695045053860E-1,3650,0
26,PASS,0,OK,1,1,-0.50000000000000000,5.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.0000000000000000,0.0000000000000000,5.5170980858851664,23.980895265580003,13.091828473104295,0.0000000000000000,-4.9999999999998375,4.2780821917808369,4.2780821917808671,1.8375773215247329,1.4260273972603141,2.4405048702562095,0.0000000000000000,-13.485292685511560,0.0000000000000000,0.0000000000000000,0.17347234759768071E-17,0.0000000000000000,0.13670488352435228E-13,0.13586956521739132,0.0000000000000000,0.11726246925819047E-1,0.11726246925819047E-1,527,3123
27,PASS,0,OK,1,1,0.0000000000000000,5.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.26449686491284796,0.26172294766527876,6.8268115169751589,22.931260549629076,13.114833162512047,0.0000000000000000,0.0000000000000000,5.0000000000000053,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.27739172475692020E-2,-13.483357301455783,0.0000000000000000,0.0000000000000000,0.17347234759768071E-17,0.0000000000000000,0.14021769856320532E-13,0.13586956521739132,0.26172294766527876,0.11726246925819047E-1,0.11726246925819047E-1,648,0
28,PASS,0,OK,1,1,0.50000000000000000,5.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.98871162585881578,0.98830764827807072,7.8167974736490766,23.222515535978953,13.225869464832320,0.0000000000000000,4.9999999999998375,9.9999999999988791,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.40397758074506296E-3,-7.0482071958285708,0.0000000000000000,1.9999999999998408,0.17347234759768071E-17,0.0000000000000000,0.15403910785805053E-13,0.13586956521739132,0.80000000000000004,0.11726246925819047E-1,0.11726246925819047E-1,3650,0
29,PASS,0,OK,1,1,3.5000000000000000,5.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,4.0989742802410136,4.0989735456986507,20.473792178985448,25.331175045059450,14.296322195610342,2.6134596855319256,34.999999999999758,37.386540314467872,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.73454236293457598E-6,3.3604260870228018,0.46160844768685871E-1,1.0681868661276608,0.17347234759768071E-17,0.0000000000000000,0.16809470482215261E-13,0.17156338086573675,0.80000000000000004,0.15609695045053860E-1,0.15609695045053860E-1,3650,0
30,PASS,0,OK,1,1,8.0000000000000000,5.0000000000000000,365.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,4.0989742802410136,4.0989735456986507,20.473792178985448,25.331175045059450,14.296322195610342,47.613459685534806,79.999999999997399,37.386540314467872,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.73454236293457598E-6,3.3604260870228018,0.46856089689737590,0.46733175393086357,0.17347234759768071E-17,0.0000000000000000,0.28810287489022812E-13,0.47059786979689988,0.80000000000000004,0.15609695045053860E-1,0.15609695045053860E-1,3650,0
31,PASS,0,OK,1,1,-0.50000000000000000,0.0000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.0000000000000000,0.0000000000000000,4.7536448301619654,23.771410581413118,13.004303937022904,0.0000000000000000,-4.9999999999998375,0.0000000000000000,4.9999999999998375,1.1366325432902991,1.6666666666667156,3.8633674567098479,0.0000000000000000,-11.697406897120493,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.79931720964321329E-14,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.89265324150275705E-2,0,3650
32,PASS,0,OK,1,1,0.0000000000000000,0.0000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.82014718368400130E-1,0.65611774694719835E-1,6.0650988657329217,22.506242104109745,13.008521430503249,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.16402943673680295E-1,-13.935517730726158,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.81777033061891657E-14,0.0000000000000000,0.65611774694719835E-1,0.0000000000000000,0.86507192631203652E-2,0,0
33,PASS,0,OK,1,1,0.50000000000000000,0.0000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.79079499549234678,0.78474098978858153,6.9270129953229524,22.730938903315820,13.105996367092692,0.0000000000000000,4.9999999999998375,4.9999999999998375,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.60540057037652417E-2,-7.4236660127706120,0.0000000000000000,1.0000000000000000,0.43368086899420177E-18,0.0000000000000000,0.72277253626573668E-14,0.0000000000000000,0.78474098978858153,0.13698630136986301E-2,0.86302741916506037E-2,3650,0
34,PASS,0,OK,1,1,3.5000000000000000,0.0000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,3.9236422454656434,3.9235321014985618,18.325750016578706,24.869635211201807,14.129580961458455,1.2590577010404700,34.999999999999758,33.740942298959190,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.11014396708164398E-3,5.5804237180016187,0.24073016602937699E-1,0.96402692282741209,0.34694469519536142E-17,0.0000000000000000,0.15615980730743217E-13,0.10595539345073539,0.80000000000000004,0.14335630397476314E-1,0.14335630397476314E-1,3650,0
35,PASS,0,OK,1,1,8.0000000000000000,0.0000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,3.9236422454656434,3.9235321014985618,18.325750016578706,24.869635211201807,14.129580961458455,46.259057701043105,79.999999999997399,33.740942298959190,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.11014396708164398E-3,5.5804237180016187,0.47541920675304172,0.42176177873700360,0.34694469519536142E-17,0.0000000000000000,0.24882873539411321E-13,0.47542682813881826,0.80000000000000004,0.14335630397476314E-1,0.14335630397476314E-1,3650,0
36,PASS,0,OK,1,1,-0.50000000000000000,0.50000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.0000000000000000,0.0000000000000000,4.8244213050250737,23.793540580459744,13.012763959607424,0.0000000000000000,-4.9999999999998375,0.43013698630137037,4.9301369863012274,1.2474187720212730,1.6433789954338380,3.6827182142802410,0.0000000000000000,-11.863850158199583,0.0000000000000000,0.0000000000000000,0.17347234759768071E-17,0.0000000000000000,0.88453550040057394E-14,0.15479876160990714E-1,0.0000000000000000,0.86302741916506037E-2,0.87280678930400351E-2,51,3599
37,PASS,0,OK,1,1,0.0000000000000000,0.50000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.97750320825383902E-1,0.82628489937449270E-1,6.1311682092086315,22.547187603266433,13.018251627495893,0.0000000000000000,0.0000000000000000,0.50000000000000044,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.15121830887934631E-1,-13.897943333224584,0.0000000000000000,0.0000000000000000,0.17347234759768071E-17,0.0000000000000000,0.12660445608547732E-13,0.15479876160990714E-1,0.82628489937449270E-1,0.86302741916506037E-2,0.86302741916506037E-2,60,0
38,PASS,0,OK,1,1,0.50000000000000000,0.50000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.80435368365907356,0.79882043097541400,7.0105150881945022,22.778732661971400,13.117579930910383,0.0000000000000000,4.9999999999998375,5.4999999999996918,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.55332526836595619E-2,-7.4497276539942341,0.0000000000000000,1.0999999999999741,0.17347234759768071E-17,0.0000000000000000,0.11463052729254741E-13,0.15479876160990714E-1,0.79882043097541400,0.86302741916506037E-2,0.86302741916506037E-2,3650,0
39,PASS,0,OK,1,1,3.5000000000000000,0.50000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,3.9236422454656434,3.9235321014985618,18.325750016578706,24.869635211201807,14.129580961458455,1.7590577010404560,34.999999999999758,33.740942298959190,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.11014396708164398E-3,5.5804237180016187,0.33314466332590158E-1,0.96402692282741209,0.34694469519536142E-17,0.0000000000000000,0.18682104474532224E-13,0.11599590564933988,0.80000000000000004,0.14335630397476314E-1,0.14335630397476314E-1,3650,0
40,PASS,0,OK,1,1,8.0000000000000000,0.50000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,3.9236422454656434,3.9235321014985618,18.325750016578706,24.869635211201807,14.129580961458455,46.759057701043126,79.999999999997399,33.740942298959190,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.11014396708164398E-3,5.5804237180016187,0.47810106830021704,0.42176177873700360,0.34694469519536142E-17,0.0000000000000000,0.26433716326934587E-13,0.47812177557268654,0.80000000000000004,0.14335630397476314E-1,0.14335630397476314E-1,3650,0
41,PASS,0,OK,1,1,-0.50000000000000000,5.0000000000000000,730.00000000000000,0.10000000000000000E-2,1.0000000000000000,0.80000000000000004,10.000000000000000,20.000000000000000,13.136094558459112,0.0000000000000000,0.0000000000000000,5.6056061028094488,24.001215744189306,13.101474322835362,0.0000000000000000,-4.9999999999998375,4.1986301369863241,4.1986301369863694,1.7801244262158504,1.3995433789954730,2.4185057107705683,0.0000000000000000,-13.691542712658759,0.0000000000000000,0.0000000000000000,0.17347234759768071E-17,0.0000000000000000,0.16021472343252796E-13,0.13586956521739132,0.0000000000000000,0.86302741916506037E-2,0.86302741916506037E-2,585,3065
